person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21.0,50000.0,Rent,1.0,Education,A,10000.0,6.03,0.0,0.2,N,4
22.0,108000.0,Rent,1.0,Personal,D,8000.0,16.29,1.0,0.07,Y,2
27.0,51000.0,Own,11.0,Personal,A,12000.0,7.49,0.0,0.24,N,7
25.0,50280.0,Mortgage,0.0,Homeimprovement,A,10000.0,9.63,0.0,0.2,N,2
36.0,46000.0,Rent,2.0,Debtconsolidation,C,10000.0,12.53,0.0,0.22,N,14
32.0,63000.0,Mortgage,12.0,Education,C,7000.0,13.57,0.0,0.11,Y,7
23.0,60000.0,Mortgage,0.0,Education,B,10000.0,11.26,0.0,0.17,N,3
22.0,54000.0,Mortgage,6.0,Medical,A,5000.0,6.03,0.0,0.09,N,2
25.0,12996.0,Own,1.0,Medical,D,3600.0,14.59,1.0,0.28,N,3
25.0,32000.0,Rent,1.0,Medical,E,2500.0,16.45,1.0,0.08,Y,2
24.0,87278.0,Mortgage,3.0,Venture,A,12000.0,5.42,0.0,0.14,N,2
26.0,25000.0,Rent,0.0,Personal,D,2400.0,15.28,1.0,0.1,Y,3
22.0,115200.0,Rent,0.0,Debtconsolidation,A,7000.0,7.66,0.0,0.06,N,2
35.0,32000.0,Rent,3.0,Medical,C,7200.0,12.61,0.0,0.23,N,5
22.0,88000.0,Rent,6.0,Debtconsolidation,D,25000.0,15.58,1.0,0.28,Y,2
21.0,36000.0,Rent,2.0,Education,B,6000.0,11.86,0.0,0.17,N,3
34.0,42240.0,Rent,3.0,Personal,C,8775.0,13.06,0.0,0.21,Y,6
28.0,40200.0,Mortgage,5.0,Education,A,1900.0,5.99,0.0,0.05,N,10
21.0,87547.0,Mortgage,2.0,Education,A,12000.0,5.99,0.0,0.14,N,2
25.0,28500.0,Rent,0.0,Debtconsolidation,B,7000.0,10.0,0.0,0.25,N,3
25.0,96000.0,Rent,2.0,Homeimprovement,E,25000.0,15.68,1.0,0.26,Y,4
31.0,42096.0,Rent,15.0,Personal,B,12500.0,11.11,0.0,0.3,N,5
22.0,24900.0,Mortgage,1.0,Medical,C,5500.0,13.16,1.0,0.22,N,2
22.0,34500.0,Rent,2.0,Debtconsolidation,D,5000.0,16.89,1.0,0.14,Y,2
25.0,78000.0,Mortgage,0.0,Venture,A,14000.0,7.51,0.0,0.18,N,3
28.0,30000.0,Mortgage,4.0,Personal,C,7500.0,11.78,0.0,0.25,N,9
29.0,68000.0,Mortgage,9.0,Medical,C,3000.0,12.73,0.0,0.04,N,9
35.0,24996.0,Rent,0.0,Venture,A,5000.0,8.49,0.0,0.2,N,6
29.0,53000.0,Mortgage,3.0,Education,A,6000.0,8.0,0.0,0.11,N,8
29.0,59520.0,Rent,13.0,Homeimprovement,A,9000.0,5.42,0.0,0.15,N,9
31.0,50000.0,Mortgage,5.0,Venture,A,2000.0,6.39,0.0,0.04,N,7
29.0,30000.0,Rent,3.0,Venture,A,5000.0,9.32,0.0,0.17,N,5
22.0,30000.0,Rent,2.0,Personal,B,6000.0,12.42,0.0,0.2,N,4
26.0,100000.0,Rent,0.0,Debtconsolidation,C,15000.0,14.26,0.0,0.15,Y,2
22.0,107004.0,Mortgage,2.0,Education,A,10000.0,7.29,0.0,0.09,N,3
23.0,62000.0,Rent,5.0,Personal,B,7000.0,9.91,0.0,0.11,N,4
35.0,160000.0,Own,10.0,Venture,B,24000.0,11.83,0.0,0.15,N,9
23.0,84000.0,Rent,0.0,Education,A,12500.0,6.54,0.0,0.15,N,4
23.0,80000.0,Rent,3.0,Medical,B,21000.0,11.99,0.0,0.26,N,3
34.0,33666.0,Rent,4.0,Debtconsolidation,D,8000.0,17.49,1.0,0.24,Y,5
36.0,62000.0,Rent,3.0,Debtconsolidation,B,8000.0,11.12,0.0,0.13,N,13
28.0,32500.0,Rent,0.0,Medical,A,8250.0,7.51,0.0,0.25,N,10
27.0,35000.0,Mortgage,3.0,Medical,E,6000.0,16.69,1.0,0.17,N,8
37.0,60000.0,Mortgage,17.0,Homeimprovement,A,6000.0,9.32,0.0,0.1,N,16
21.0,31970.0,Rent,2.0,Venture,A,4650.0,9.32,0.0,0.15,N,2
32.0,53408.0,Mortgage,8.0,Venture,B,1400.0,10.99,0.0,0.03,N,6
47.0,28500.0,Rent,2.0,Education,A,5000.0,5.42,0.0,0.18,N,15
65.0,46000.0,Rent,5.0,Venture,E,10500.0,16.32,0.0,0.23,Y,24
22.0,125555.0,Mortgage,2.0,Medical,B,9000.0,10.99,0.0,0.07,N,4
27.0,48600.0,Mortgage,4.0,Personal,D,10000.0,15.7,0.0,0.21,N,9
24.0,85000.0,Rent,8.0,Personal,E,10000.0,16.0,0.0,0.12,Y,3
22.0,72500.0,Mortgage,7.0,Education,A,13200.0,7.29,0.0,0.18,N,3
25.0,75000.0,Mortgage,5.0,Debtconsolidation,B,10000.0,10.74,0.0,0.13,N,4
33.0,46000.0,Mortgage,8.0,Personal,B,14300.0,9.91,1.0,0.31,N,6
29.0,99000.0,Mortgage,1.0,Personal,B,6000.0,10.25,0.0,0.06,N,6
22.0,55000.0,Rent,7.0,Education,B,6000.0,9.25,0.0,0.11,N,3
41.0,381450.0,Mortgage,10.0,Medical,C,35000.0,13.49,0.0,0.09,Y,14
23.0,62000.0,Mortgage,4.0,Venture,B,9600.0,9.2,0.0,0.15,N,2
24.0,243600.0,Mortgage,6.0,Medical,A,12000.0,6.03,0.0,0.05,N,3
34.0,69000.0,Rent,0.0,Venture,D,12800.0,15.7,1.0,0.19,N,5
21.0,30000.0,Rent,1.0,Venture,D,14500.0,14.59,1.0,0.48,Y,2
26.0,150000.0,Mortgage,3.0,Venture,B,25000.0,9.99,0.0,0.17,N,4
22.0,87000.0,Rent,5.0,Debtconsolidation,C,20000.0,13.85,0.0,0.23,N,4
23.0,120000.0,Mortgage,7.0,Education,C,8000.0,13.61,0.0,0.07,Y,2
24.0,60000.0,Mortgage,3.0,Venture,B,4000.0,12.18,0.0,0.07,N,2
26.0,70000.0,Mortgage,5.0,Personal,A,4500.0,7.51,0.0,0.06,N,4
33.0,94000.0,Rent,4.0,Homeimprovement,B,7000.0,11.49,0.0,0.07,N,10
23.0,16000.0,Mortgage,3.0,Medical,C,2275.0,13.06,0.0,0.14,Y,3
34.0,100000.0,Mortgage,8.0,Homeimprovement,A,15000.0,6.17,0.0,0.15,N,10
28.0,33000.0,Rent,3.0,Debtconsolidation,A,13000.0,7.9,1.0,0.39,N,6
28.0,102000.0,Rent,12.0,Debtconsolidation,B,15000.0,11.46,0.0,0.15,N,7
32.0,80000.0,Own,2.0,Venture,B,10000.0,11.14,0.0,0.13,N,9
31.0,146000.0,Mortgage,12.0,Education,E,2500.0,16.7,0.0,0.02,N,9
25.0,130000.0,Mortgage,3.0,Homeimprovement,B,25000.0,11.36,0.0,0.19,N,3
26.0,81600.0,Mortgage,1.0,Debtconsolidation,B,7200.0,11.99,0.0,0.09,N,3
22.0,47484.0,Mortgage,0.0,Education,B,5325.0,10.62,0.0,0.11,N,4
32.0,25000.0,Rent,4.0,Medical,C,11700.0,12.68,1.0,0.47,Y,10
26.0,61200.0,Own,4.0,Homeimprovement,C,1500.0,12.84,0.0,0.02,Y,2
25.0,141996.0,Mortgage,0.0,Personal,A,14000.0,7.51,0.0,0.1,N,3
43.0,62900.0,Rent,22.0,Medical,D,18000.0,17.27,1.0,0.24,Y,14
23.0,30000.0,Mortgage,6.0,Education,A,10000.0,7.66,0.0,0.33,N,3
26.0,44000.0,Rent,5.0,Medical,C,4600.0,13.99,1.0,0.1,N,3
22.0,37000.0,Mortgage,1.0,Venture,C,2000.0,14.27,0.0,0.05,Y,2
25.0,230000.0,Mortgage,5.0,Medical,C,35000.0,13.99,0.0,0.15,N,4
38.0,65004.0,Rent,1.0,Debtconsolidation,B,8000.0,11.83,0.0,0.12,N,11
23.0,12000.0,Rent,0.0,Education,A,2000.0,7.74,1.0,0.17,N,4
24.0,30000.0,Rent,0.0,Education,B,5000.0,11.14,0.0,0.17,N,2
36.0,30123.0,Rent,5.0,Medical,C,2000.0,14.26,0.0,0.07,Y,12
30.0,29120.0,Rent,0.0,Debtconsolidation,A,5400.0,7.14,0.0,0.19,N,10
21.0,36000.0,Mortgage,0.0,Education,A,14000.0,6.54,1.0,0.39,N,4
36.0,250000.0,Mortgage,2.0,Venture,A,4000.0,7.14,0.0,0.02,N,12
37.0,7200.0,Rent,0.0,Venture,B,1000.0,11.14,0.0,0.14,N,13
22.0,78700.0,Mortgage,6.0,Personal,A,7000.0,7.68,1.0,0.09,N,3
41.0,140000.0,Mortgage,3.0,Venture,C,25000.0,13.8,0.0,0.18,Y,12
22.0,39000.0,Mortgage,4.0,Personal,B,3250.0,10.99,0.0,0.08,N,2
31.0,77000.0,Mortgage,4.0,Homeimprovement,C,10000.0,14.65,0.0,0.13,N,6
23.0,15600.0,Rent,0.0,Venture,D,1200.0,14.91,1.0,0.08,N,4
21.0,21000.0,Mortgage,5.0,Debtconsolidation,D,3500.0,17.27,1.0,0.17,Y,2
27.0,80000.0,Mortgage,4.0,Debtconsolidation,B,24000.0,11.12,0.0,0.3,N,10
32.0,112000.0,Mortgage,4.0,Education,B,14000.0,9.63,0.0,0.13,N,9
23.0,68000.0,Mortgage,4.0,Medical,D,8000.0,15.33,1.0,0.1,N,3
29.0,27840.0,Rent,0.0,Personal,E,8575.0,19.42,1.0,0.31,N,8
37.0,60000.0,Rent,17.0,Venture,A,5000.0,6.17,0.0,0.08,N,13
22.0,30000.0,Rent,1.0,Education,D,4000.0,14.96,1.0,0.13,Y,2
24.0,120000.0,Mortgage,3.0,Homeimprovement,D,7000.0,15.62,0.0,0.06,N,2
25.0,32000.0,Rent,2.0,Medical,E,1000.0,19.03,1.0,0.03,N,4
27.0,85000.0,Mortgage,12.0,Medical,A,3800.0,6.03,0.0,0.04,N,8
28.0,32000.0,Rent,12.0,Debtconsolidation,A,12000.0,7.88,1.0,0.38,N,9
24.0,45000.0,Rent,2.0,Personal,A,10000.0,6.62,0.0,0.22,N,3
25.0,36800.0,Rent,1.0,Medical,C,2875.0,11.28,0.0,0.08,Y,4
34.0,50004.0,Rent,5.0,Venture,B,8500.0,9.45,0.0,0.17,N,6
23.0,44724.0,Rent,7.0,Venture,B,6500.0,10.96,0.0,0.15,N,3
22.0,30000.0,Rent,1.0,Education,B,8050.0,12.69,1.0,0.27,N,2
37.0,19896.0,Rent,0.0,Education,E,10000.0,17.14,1.0,0.5,N,11
21.0,52000.0,Mortgage,1.0,Education,C,16000.0,12.87,0.0,0.31,N,4
30.0,85000.0,Rent,0.0,Debtconsolidation,C,10000.0,13.16,0.0,0.12,Y,10
33.0,150000.0,Own,14.0,Venture,B,21000.0,11.83,0.0,0.14,N,9
26.0,44000.0,Rent,0.0,Homeimprovement,A,3000.0,7.49,1.0,0.07,N,4
33.0,110000.0,Mortgage,2.0,Medical,A,5000.0,7.51,0.0,0.05,N,7
33.0,35000.0,Mortgage,2.0,Education,A,6000.0,5.42,0.0,0.17,N,10
26.0,85000.0,Own,10.0,Education,B,10000.0,12.18,0.0,0.12,N,2
36.0,24168.0,Rent,2.0,Medical,C,9925.0,13.06,1.0,0.41,Y,12
24.0,70000.0,Mortgage,2.0,Personal,B,8950.0,11.89,0.0,0.13,N,3
34.0,35000.0,Rent,3.0,Medical,C,10600.0,15.96,0.0,0.3,N,10
34.0,50000.0,Mortgage,6.0,Venture,C,16000.0,13.49,0.0,0.32,Y,5
34.0,36000.0,Rent,1.0,Medical,C,4000.0,13.61,0.0,0.11,N,10
22.0,80000.0,Rent,5.0,Education,C,10000.0,14.27,0.0,0.13,N,2
45.0,100000.0,Mortgage,16.0,Personal,A,16000.0,6.62,0.0,0.16,N,16
29.0,42000.0,Mortgage,6.0,Personal,B,6000.0,11.49,1.0,0.14,N,9
26.0,42000.0,Rent,8.0,Medical,C,6000.0,12.73,0.0,0.14,N,4
28.0,110000.0,Mortgage,0.0,Venture,E,15000.0,16.32,0.0,0.14,Y,5
25.0,24000.0,Mortgage,0.0,Venture,D,1200.0,15.21,0.0,0.05,Y,4
27.0,108928.0,Mortgage,9.0,Education,A,17600.0,7.88,0.0,0.16,N,8
25.0,70000.0,Mortgage,6.0,Venture,A,14000.0,5.42,0.0,0.2,N,2
21.0,24300.0,Own,3.0,Medical,B,4500.0,11.83,0.0,0.19,N,4
23.0,100000.0,Rent,4.0,Education,B,4150.0,10.65,0.0,0.04,N,4
22.0,118812.0,Mortgage,6.0,Medical,C,15000.0,13.35,0.0,0.13,N,2
28.0,79536.0,Mortgage,12.0,Personal,A,16425.0,7.9,0.0,0.21,N,8
24.0,33321.0,Own,4.0,Venture,C,12250.0,13.11,0.0,0.37,Y,4
23.0,32000.0,Rent,0.0,Education,A,6500.0,7.88,0.0,0.2,N,4
21.0,35000.0,Rent,6.0,Personal,C,5000.0,14.79,1.0,0.14,N,2
24.0,46000.0,Rent,2.0,Venture,C,9975.0,13.11,0.0,0.22,Y,3
22.0,23000.0,Mortgage,1.0,Education,A,2400.0,9.63,0.0,0.1,N,4
23.0,25000.0,Rent,1.0,Personal,A,7100.0,7.9,0.0,0.28,N,2
23.0,40000.0,Mortgage,3.0,Education,B,12000.0,9.88,0.0,0.3,N,2
24.0,234000.0,Own,8.0,Homeimprovement,B,20000.0,8.88,0.0,0.09,N,4
37.0,60000.0,Rent,1.0,Personal,B,6400.0,9.64,0.0,0.11,N,12
35.0,77268.0,Mortgage,11.0,Education,C,7500.0,11.03,0.0,0.1,N,7
25.0,80000.0,Rent,3.0,Venture,B,10000.0,11.12,0.0,0.13,N,3
31.0,120000.0,Mortgage,6.0,Debtconsolidation,A,28000.0,8.9,0.0,0.23,N,6
30.0,56004.0,Mortgage,9.0,Homeimprovement,A,9600.0,5.99,0.0,0.17,N,6
26.0,64500.0,Rent,1.0,Debtconsolidation,B,12000.0,10.99,0.0,0.19,N,4
24.0,98000.0,Mortgage,8.0,Medical,B,25000.0,11.83,0.0,0.26,N,3
26.0,51000.0,Mortgage,2.0,Venture,A,12000.0,6.17,0.0,0.24,N,4
35.0,80000.0,Own,5.0,Venture,D,15000.0,15.99,0.0,0.19,Y,5
26.0,76486.0,Mortgage,4.0,Homeimprovement,A,6000.0,7.9,0.0,0.08,N,4
28.0,80500.0,Mortgage,4.0,Debtconsolidation,A,6000.0,7.74,0.0,0.07,N,5
25.0,33000.0,Rent,5.0,Medical,A,9000.0,7.14,0.0,0.27,N,2
26.0,78000.0,Mortgage,10.0,Education,B,14000.0,9.91,1.0,0.18,N,4
27.0,45500.0,Mortgage,2.0,Debtconsolidation,C,5000.0,13.23,0.0,0.11,Y,8
25.0,50000.0,Mortgage,9.0,Education,A,6400.0,8.32,0.0,0.13,N,3
22.0,55000.0,Rent,6.0,Personal,C,3000.0,12.68,0.0,0.05,Y,4
21.0,33009.0,Own,5.0,Venture,B,12000.0,11.48,0.0,0.36,N,4
24.0,77385.0,Rent,5.0,Debtconsolidation,A,6150.0,5.99,0.0,0.08,N,4
22.0,53774.0,Mortgage,6.0,Debtconsolidation,E,8600.0,19.42,1.0,0.16,N,2
25.0,140004.0,Other,8.0,Medical,C,4500.0,12.87,0.0,0.03,N,4
28.0,78000.0,Rent,12.0,Homeimprovement,G,24625.0,18.36,1.0,0.32,N,5
35.0,84000.0,Own,4.0,Homeimprovement,A,9000.0,6.76,0.0,0.11,N,6
24.0,90000.0,Rent,0.0,Debtconsolidation,A,15000.0,7.9,0.0,0.17,N,2
37.0,54000.0,Mortgage,1.0,Education,D,3500.0,16.89,1.0,0.06,Y,13
24.0,50000.0,Rent,1.0,Homeimprovement,D,5000.0,15.62,1.0,0.1,N,4
36.0,50000.0,Rent,4.0,Homeimprovement,A,15000.0,8.9,0.0,0.3,N,14
37.0,28500.0,Mortgage,6.0,Education,A,1800.0,6.76,0.0,0.06,N,12
31.0,47500.0,Rent,2.0,Venture,C,10000.0,15.96,0.0,0.21,N,6
29.0,400000.0,Mortgage,10.0,Education,B,25000.0,11.12,0.0,0.06,N,8
32.0,90000.0,Rent,2.0,Debtconsolidation,B,10000.0,11.12,0.0,0.11,N,8
26.0,47000.0,Own,8.0,Venture,A,12500.0,8.49,0.0,0.27,N,2
28.0,30000.0,Mortgage,4.0,Education,A,3000.0,6.76,0.0,0.1,N,9
41.0,57600.0,Rent,6.0,Personal,A,8000.0,6.03,0.0,0.14,N,12
31.0,59712.0,Rent,0.0,Debtconsolidation,E,24000.0,17.43,1.0,0.4,N,9
23.0,130000.0,Mortgage,4.0,Education,A,6800.0,8.49,0.0,0.05,N,3
24.0,69996.0,Rent,1.0,Education,B,9600.0,11.71,0.0,0.14,N,4
37.0,65000.0,Rent,2.0,Personal,B,20000.0,10.25,1.0,0.31,N,16
35.0,72000.0,Mortgage,3.0,Homeimprovement,A,12800.0,6.62,0.0,0.18,N,5
25.0,54996.0,Mortgage,0.0,Venture,A,10000.0,8.94,0.0,0.18,N,2
46.0,58000.0,Mortgage,10.0,Personal,C,6300.0,11.03,0.0,0.11,N,13
23.0,39000.0,Own,7.0,Medical,B,3000.0,10.62,0.0,0.08,N,2
21.0,30000.0,Rent,1.0,Venture,C,6000.0,13.16,1.0,0.2,N,4
22.0,32400.0,Mortgage,6.0,Education,A,3625.0,6.92,0.0,0.11,N,3
30.0,100000.0,Mortgage,9.0,Medical,A,12000.0,8.9,0.0,0.12,N,10
22.0,84500.0,Rent,6.0,Personal,F,25000.0,18.3,0.0,0.3,N,4
26.0,27600.0,Rent,0.0,Medical,A,4725.0,6.54,0.0,0.17,N,2
24.0,75000.0,Mortgage,8.0,Medical,C,8000.0,15.23,0.0,0.11,Y,3
37.0,79000.0,Rent,2.0,Debtconsolidation,B,6000.0,10.0,0.0,0.08,N,16
23.0,180000.0,Mortgage,8.0,Personal,A,28000.0,7.51,0.0,0.16,N,3
37.0,26240.0,Rent,0.0,Venture,B,6600.0,11.49,0.0,0.25,N,15
24.0,120390.0,Rent,8.0,Homeimprovement,A,3000.0,5.79,0.0,0.02,N,4
25.0,28128.0,Rent,2.0,Venture,D,7500.0,15.33,1.0,0.27,N,3
31.0,118000.0,Mortgage,8.0,Medical,B,6000.0,12.69,0.0,0.05,N,9
29.0,62000.0,Mortgage,6.0,Venture,A,12000.0,7.51,0.0,0.19,N,8
23.0,89100.0,Rent,7.0,Personal,C,16000.0,13.92,0.0,0.18,Y,4
24.0,30000.0,Own,7.0,Homeimprovement,C,10000.0,12.61,0.0,0.33,Y,2
27.0,42000.0,Own,3.0,Personal,B,8500.0,10.38,0.0,0.2,N,7
36.0,36000.0,Own,11.0,Venture,A,15000.0,7.9,0.0,0.42,N,12
23.0,56500.0,Rent,7.0,Debtconsolidation,D,3000.0,14.84,1.0,0.05,Y,3
24.0,9600.0,Own,2.0,Venture,A,3200.0,7.88,1.0,0.33,N,2
23.0,90000.0,Rent,3.0,Personal,B,6000.0,10.25,0.0,0.07,N,3
22.0,42200.0,Rent,6.0,Venture,D,12800.0,15.21,1.0,0.3,N,2
43.0,20000.0,Own,15.0,Education,A,5000.0,7.14,0.0,0.25,N,15
27.0,84996.0,Rent,12.0,Personal,B,10000.0,10.51,0.0,0.12,N,7
24.0,54996.0,Rent,7.0,Medical,B,15000.0,11.14,0.0,0.27,N,4
38.0,55000.0,Rent,2.0,Homeimprovement,B,14000.0,11.48,0.0,0.25,N,16
23.0,145000.0,Mortgage,3.0,Medical,B,12000.0,10.37,0.0,0.08,N,2
23.0,29856.0,Rent,0.0,Personal,A,10300.0,8.94,1.0,0.34,N,4
40.0,25000.0,Own,2.0,Venture,A,8500.0,7.51,0.0,0.34,N,11
22.0,70000.0,Mortgage,6.0,Education,A,6000.0,7.14,0.0,0.09,N,4
24.0,60000.0,Mortgage,8.0,Education,B,7000.0,11.71,0.0,0.12,N,2
32.0,68000.0,Rent,16.0,Venture,D,5000.0,15.7,0.0,0.07,N,7
24.0,100800.0,Mortgage,4.0,Education,B,21000.0,11.49,0.0,0.21,N,4
22.0,38000.0,Rent,0.0,Education,B,2000.0,11.36,0.0,0.05,N,3
27.0,118500.0,Mortgage,4.0,Debtconsolidation,A,15000.0,6.91,0.0,0.13,N,9
32.0,170000.0,Mortgage,16.0,Venture,A,6000.0,7.9,0.0,0.04,N,8
26.0,59020.0,Mortgage,10.0,Personal,B,7000.0,10.0,0.0,0.12,N,2
25.0,115000.0,Mortgage,9.0,Personal,A,4000.0,6.03,0.0,0.03,N,4
29.0,115000.0,Mortgage,10.0,Venture,C,5600.0,13.43,0.0,0.05,Y,8
23.0,52000.0,Rent,5.0,Education,C,8000.0,13.22,0.0,0.15,Y,4
38.0,9732.0,Rent,9.0,Education,A,2200.0,9.63,1.0,0.23,N,17
26.0,45000.0,Mortgage,6.0,Medical,C,6000.0,14.27,0.0,0.13,Y,4
24.0,75000.0,Mortgage,3.0,Venture,A,16000.0,6.62,0.0,0.21,N,2
38.0,35000.0,Rent,5.0,Venture,D,5000.0,15.37,0.0,0.14,Y,14
44.0,58000.0,Rent,2.0,Homeimprovement,C,15000.0,13.48,0.0,0.26,Y,15
31.0,32000.0,Own,10.0,Venture,B,12375.0,9.91,0.0,0.39,N,7
23.0,74800.0,Rent,1.0,Medical,E,20000.0,17.04,1.0,0.23,Y,2
28.0,98000.0,Rent,0.0,Homeimprovement,D,20000.0,14.96,1.0,0.2,N,6
26.0,59000.0,Rent,7.0,Medical,D,6000.0,16.49,1.0,0.1,N,2
22.0,52000.0,Mortgage,6.0,Personal,A,4800.0,8.59,0.0,0.09,N,2
22.0,52000.0,Mortgage,6.0,Education,C,9750.0,13.06,0.0,0.19,N,3
29.0,71000.0,Mortgage,4.0,Venture,A,4000.0,7.14,0.0,0.06,N,5
23.0,76000.0,Mortgage,7.0,Medical,B,3600.0,10.65,0.0,0.05,N,3
25.0,32500.0,Mortgage,3.0,Education,A,12500.0,7.9,0.0,0.38,N,4
32.0,85000.0,Mortgage,1.0,Homeimprovement,C,7500.0,10.78,0.0,0.09,N,10
28.0,13500.0,Own,0.0,Personal,A,6700.0,9.63,1.0,0.5,N,5
21.0,30000.0,Rent,5.0,Venture,A,12000.0,5.79,1.0,0.4,N,3
47.0,30000.0,Rent,6.0,Personal,C,3000.0,12.23,0.0,0.1,Y,16
26.0,34099.0,Rent,2.0,Medical,C,7200.0,12.73,0.0,0.21,N,3
25.0,24996.0,Rent,2.0,Education,A,9250.0,8.59,1.0,0.37,N,4
25.0,42000.0,Rent,8.0,Medical,A,7000.0,5.79,0.0,0.17,N,2
22.0,48996.0,Mortgage,5.0,Medical,A,5000.0,7.9,0.0,0.1,N,4
27.0,25200.0,Rent,2.0,Venture,A,1800.0,6.76,0.0,0.07,N,10
25.0,42500.0,Rent,0.0,Medical,C,4000.0,12.99,0.0,0.09,N,3
28.0,50000.0,Mortgage,12.0,Venture,B,3000.0,10.36,0.0,0.06,N,7
32.0,45000.0,Rent,3.0,Personal,B,2400.0,12.42,0.0,0.05,N,6
25.0,90000.0,Rent,9.0,Education,B,10000.0,12.42,0.0,0.11,N,4
27.0,43900.0,Mortgage,2.0,Personal,B,14000.0,10.38,0.0,0.32,N,10
23.0,30000.0,Rent,0.0,Venture,B,7000.0,12.69,0.0,0.23,N,2
26.0,50000.0,Own,10.0,Personal,A,14400.0,7.49,0.0,0.29,N,4
22.0,34000.0,Rent,0.0,Education,D,16000.0,13.24,1.0,0.47,N,3
24.0,95000.0,Own,4.0,Homeimprovement,C,10000.0,15.23,0.0,0.11,Y,3
26.0,78948.0,Mortgage,3.0,Medical,B,17500.0,11.83,0.0,0.22,N,2
24.0,120000.0,Rent,9.0,Medical,C,15400.0,14.26,0.0,0.13,N,2
23.0,11000.0,Own,0.0,Venture,A,1400.0,9.32,0.0,0.13,N,4
24.0,55000.0,Rent,5.0,Debtconsolidation,B,8500.0,9.88,0.0,0.15,N,2
22.0,70000.0,Own,6.0,Personal,B,12000.0,12.53,0.0,0.17,N,4
38.0,85000.0,Mortgage,15.0,Venture,A,15000.0,6.03,0.0,0.18,N,15
21.0,27600.0,Rent,5.0,Education,A,7000.0,5.99,0.0,0.25,N,2
23.0,88000.0,Mortgage,7.0,Medical,C,18150.0,12.68,0.0,0.21,N,2
35.0,54000.0,Rent,1.0,Education,D,9000.0,14.46,1.0,0.17,N,8
43.0,50000.0,Rent,3.0,Homeimprovement,C,8000.0,12.84,0.0,0.16,Y,17
22.0,80000.0,Mortgage,6.0,Education,B,16000.0,11.99,0.0,0.2,N,3
22.0,42000.0,Rent,6.0,Debtconsolidation,B,6000.0,10.65,0.0,0.14,N,2
24.0,38000.0,Rent,2.0,Education,C,3000.0,13.06,0.0,0.08,N,4
32.0,80000.0,Rent,1.0,Medical,C,25000.0,12.87,1.0,0.31,N,9
24.0,90000.0,Mortgage,0.0,Medical,B,13000.0,12.42,0.0,0.14,N,3
44.0,73500.0,Own,2.0,Venture,B,20000.0,12.18,0.0,0.27,N,17
26.0,58000.0,Mortgage,2.0,Personal,A,3000.0,6.92,0.0,0.05,N,4
23.0,160000.0,Mortgage,7.0,Debtconsolidation,A,15000.0,7.91,0.0,0.09,N,4
41.0,40000.0,Rent,3.0,Personal,A,9200.0,7.49,0.0,0.23,N,15
26.0,46000.0,Rent,4.0,Debtconsolidation,A,9000.0,7.14,0.0,0.2,N,3
28.0,48000.0,Rent,0.0,Education,B,10000.0,10.08,0.0,0.21,N,6
31.0,64000.0,Rent,9.0,Homeimprovement,C,8000.0,14.22,0.0,0.13,Y,9
24.0,60000.0,Rent,1.0,Medical,C,10000.0,12.73,0.0,0.17,Y,2
26.0,57600.0,Rent,10.0,Homeimprovement,A,10000.0,6.62,0.0,0.17,N,4
22.0,31680.0,Rent,6.0,Education,B,6000.0,11.12,0.0,0.19,N,4
47.0,85000.0,Mortgage,5.0,Debtconsolidation,A,5500.0,6.76,0.0,0.06,N,12
23.0,52780.0,Mortgage,2.0,Personal,A,8000.0,7.51,0.0,0.15,N,2
38.0,110000.0,Own,6.0,Personal,C,12000.0,12.99,0.0,0.11,Y,11
25.0,50000.0,Rent,6.0,Medical,C,8400.0,13.22,0.0,0.17,N,3
23.0,54000.0,Mortgage,7.0,Medical,A,13500.0,9.63,0.0,0.25,N,2
28.0,33288.0,Rent,2.0,Debtconsolidation,C,10800.0,12.09,1.0,0.32,N,5
26.0,63400.0,Own,0.0,Venture,B,20000.0,9.62,0.0,0.32,N,3
23.0,97781.0,Mortgage,7.0,Venture,A,15000.0,6.54,0.0,0.15,N,3
22.0,64000.0,Mortgage,1.0,Debtconsolidation,A,6625.0,6.62,0.0,0.1,N,2
24.0,53500.0,Rent,0.0,Homeimprovement,A,9800.0,6.17,0.0,0.18,N,4
22.0,40000.0,Rent,0.0,Personal,A,4000.0,7.43,0.0,0.1,N,4
23.0,42000.0,Own,7.0,Education,B,4400.0,11.89,0.0,0.1,N,4
26.0,127992.0,Mortgage,10.0,Personal,C,26000.0,13.99,0.0,0.2,N,2
38.0,40000.0,Mortgage,5.0,Medical,A,10000.0,5.99,0.0,0.25,N,17
21.0,21600.0,Mortgage,2.0,Debtconsolidation,A,3800.0,5.99,0.0,0.18,N,2
32.0,81000.0,Mortgage,1.0,Personal,B,10000.0,10.37,0.0,0.12,N,10
53.0,24000.0,Rent,5.0,Medical,B,4400.0,12.42,0.0,0.18,N,23
24.0,45000.0,Rent,1.0,Education,A,8400.0,7.9,0.0,0.19,N,3
23.0,67000.0,Rent,3.0,Education,A,25000.0,7.9,1.0,0.37,N,3
35.0,153660.0,Mortgage,3.0,Homeimprovement,A,24000.0,7.9,0.0,0.16,N,10
28.0,65000.0,Own,1.0,Medical,C,2500.0,13.22,0.0,0.04,Y,7
